WKT,LANUV_ID,Leistung_k
"MULTIPOINT ((389531 5683590))",WEA_2847,80.00000000000
"MULTIPOINT ((424560 5637890))",WEA_2848,1500.00000000000
"MULTIPOINT ((330786 5742900))",WEA_2856,1115.00000000000
"MULTIPOINT ((346681.525 5742980.062))",WEA_2857,80.00000000000
"MULTIPOINT ((370935 5749180))",WEA_2859,200.00000000000
"MULTIPOINT ((410520.9229 5757320.0))",WEA_2861,45.00000000000
"MULTIPOINT ((401319 5778670))",WEA_2862,1115.00000000000
"MULTIPOINT ((492065 5769040))",WEA_2870,40.00000000000
"MULTIPOINT ((419935 5754700))",WEA_2884,500.00000000000
"MULTIPOINT ((425133 5751340))",WEA_2885,600.00000000000
"MULTIPOINT ((449337 5707630))",WEA_2891,600.00000000000
"MULTIPOINT ((423264 5691130))",WEA_2905,2000.00000000000
"MULTIPOINT ((419803 5769570))",WEA_2911,80.00000000000
"MULTIPOINT ((336248 5596163))",WEA_2927,600.00000000000
"MULTIPOINT ((486607.3429 5711699.6571))",WEA_2999,3050.00000000000
"MULTIPOINT ((468142.7883 5713279.8942))",WEA_3048,800.00000000000
"MULTIPOINT ((382101.2062 5720070.8677))",WEA_3054,2400.00000000000
"MULTIPOINT ((332190.074 5659307.1323))",WEA_3079,2000.00000000000
"MULTIPOINT ((309893.9353 5654963.9353))",WEA_3144,2350.00000000000
"MULTIPOINT ((310318.9353 5655461.0647))",WEA_3145,2350.00000000000
"MULTIPOINT ((310510.1942 5655698.8058))",WEA_3146,2350.00000000000
"MULTIPOINT ((310592.9353 5655259.6764))",WEA_3147,2350.00000000000
"MULTIPOINT ((488111.1773 5706518.628))",WEA_3152,3000.00000000000
"MULTIPOINT ((335226.9644 5707285.8088))",WEA_3165,2050.00000000000
"MULTIPOINT ((311573.6732 5699413.2654))",WEA_3205,2300.00000000000
"MULTIPOINT ((298481.3692 5646546.154))",WEA_3211,2000.00000000000
"MULTIPOINT ((310249.5469 5731354.3945))",WEA_3212,800.00000000000
"MULTIPOINT ((288359.8857 5659003.3428))",WEA_3215,3075.00000000000
"MULTIPOINT ((318485.0 5602807.3229))",WEA_3235,3050.00000000000
"MULTIPOINT ((318509.5736 5602240.1066))",WEA_3240,3050.00000000000
"MULTIPOINT ((425721.3459 5690563.0869))",WEA_3255,2050.00000000000
"MULTIPOINT ((408722.0391 5720849.2682))",WEA_3282,2300.00000000000
"MULTIPOINT ((307211.4199 5730521.6478))",WEA_3296,2300.00000000000
"MULTIPOINT ((306675.3455 5734127.1023))",WEA_3297,2300.00000000000
"MULTIPOINT ((460532.128 5710699.16))",WEA_3338,400.00000000000
"MULTIPOINT ((309557 5655200))",WEA_3567,2050.00000000000
"MULTIPOINT ((309450 5655530))",WEA_3568,2050.00000000000
